col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78 
H 71536 "" "14 37 53.25" "-49 25 32.7" 4.05 1 H 219.47187965 -49.42575765 "" 10.51 -27.78 -29.05 0.49 0.39 0.71 0.47 0.61 -0.28 -0.43 0.1 -0.05 0.06 -0.21 0.07 -0.12 0.03 -0.41 0 -1.36 71536 3.859 0.002 4.02 0.002 "" -0.152 0.012 G -0.16 0.02 A "" 3.9964 0.0005 0.006 178 "" 3.98 4.01 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 128345 "" "C-48  9198" "P-48  6610" -0.16 B5V X
H 71568 "" "14 38 12.67" "+43 38 31.4" 5.74 1 H 219.55279962 43.64205288 "" 2.85 -102.95 31.79 0.41 0.42 0.54 0.56 0.46 -0.01 -0.05 -0.14 0.18 0.01 -0.01 0.01 0.2 -0.17 -0.13 1 -0.1 71568 7.654 0.007 5.894 0.004 "" 1.481 0.002 G 1.5 0.0 H "" 5.8645 0.0013 0.015 131 "" 5.84 5.89 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 128902 "B+44 2376" "" "" 1.5 K2III X
H 71571 "" "14 38 14.01" "+18 17 54.7" 5.9 "" H 219.55835502 18.29853624 "" 8.88 -29.1 -64.51 0.52 0.5 0.74 0.55 0.56 -0.42 0.0 -0.18 0.34 -0.11 0.06 -0.09 0.34 -0.28 -0.6 1 2.66 71571 7.321 0.005 6.029 0.003 "" 1.099 0.005 T 1.06 0.01 L "" 6.0691 0.0007 0.008 131 "" 6.06 6.09 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 128750 "B+18 2906" "" "" 1.06 K2III: S
H 71573 "" "14 38 15.21" "+54 01 24.2" 5.83 "" H 219.56335468 54.02338576 "" 7.61 17.54 -19.04 0.45 0.47 0.53 0.44 0.5 0.24 -0.19 -0.25 -0.2 -0.17 0.03 -0.2 -0.27 0.06 0.07 0 -0.46 71573 5.826 0.003 5.819 0.003 "" 0.007 0.004 T 0.03 0.0 L "" 5.8369 0.0006 0.005 122 "" 5.83 5.85 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 128998 "B+54 1693" "" "" 0.02 A1V X
H 71618 "" "14 38 50.28" "+44 24 16.4" 5.39 "" H 219.70950726 44.40454503 "" 16.56 -68.43 -18.43 0.42 0.4 0.55 0.55 0.44 0.02 -0.03 -0.16 0.1 -0.02 0.07 0.01 0.21 -0.17 -0.2 0 0.89 71618 5.431 0.003 5.398 0.002 "" 0.03 0.003 T 0.05 0.0 L "" 5.4092 0.0005 0.006 134 "" 5.4 5.42 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129002 "B+45 2204" "" "" 0.03 A1V X
H 71681 "" "14 39 39.39" "-60 50 22.1" 1.35 "" G 219.91412833 -60.83947139 B 742.12 -3600.35 952.11 46.2 36.28 1.4 26.1 19.75 0.29 -0.07 -0.01 -0.03 -0.06 -0.04 -0.06 -0.01 -0.13 0.47 1 -3.09 71681 "" "" "" "" "" 0.9 0.02 G 0.88 0.02 A "" 1.2429 0.1154 "" "" B "" "" "" D "" "" 14396-6050 I 3 1 C L D "" "" "" "" "" "" S "" D 128621 "" "" "" 0.88 K1V 1
H 71762 H "14 40 43.56" "+16 25 05.9" 4.49 "" H 220.18150404 16.4183013 A 10.28 9.64 9.46 0.74 0.77 0.91 0.77 0.8 -0.44 -0.12 -0.18 0.29 0.15 -0.34 0.08 0.0 0.01 -0.54 7 1.37 71762 4.457 0.007 4.464 0.008 * -0.002 0.01 T 0.02 0.01 L * 4.5038 0.0005 0.005 106 * 4.5 4.52 "" D "" "" 14407+1625 I 1 2 C "" A AB 110 5.546 0.003 1.06 0.01 S "" "" 129174 "B+17 2768" "" "" -0.07 "B9p MnHg" G
H 71783 "" "14 41 01.41" "-36 08 05.4" 5.67 1 H 220.25588965 -36.1348433 "" 5.54 -31.58 -6.17 0.66 0.42 0.74 0.65 0.59 -0.18 -0.25 0.09 -0.05 -0.15 -0.09 -0.24 0.07 0.17 -0.09 2 -0.58 71783 5.556 0.003 5.65 0.003 "" -0.081 0.004 T -0.06 0.01 L "" 5.6488 0.001 0.007 95 "" 5.63 5.66 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 128974 "" "C-35  9702" "P-35  6319" -0.07 "Ap Si" G
H 71795 H "14 41 08.92" "+13 43 42.0" 3.78 "" G 220.28716819 13.72833113 A 18.07 52.36 -12.71 1.19 1.02 1.24 1.21 0.97 -0.33 -0.01 -0.34 -0.1 -0.21 0.27 -0.15 0.03 -0.02 -0.38 0 0.25 71795 3.863 0.005 3.799 0.003 * 0.044 0.003 G 0.06 0.0 H * 3.7971 0.0006 0.004 80 * 3.79 3.8 "" D "" "" 14411+1344 I 1 2 C "" A AB 303 0.906 0.003 0.05 0.01 S "" "" 129246 "B+14 2770" "" "" 0.06 A3IVn X
H 71832 "" "14 41 38.76" "+08 09 42.3" 4.86 "" H 220.4114855 8.16175611 "" 5.66 -10.21 3.25 0.64 0.53 0.82 0.7 0.64 -0.3 -0.16 -0.08 -0.06 -0.15 0.35 -0.16 -0.1 -0.06 -0.44 0 0.83 71832 6.14 0.004 4.97 0.003 "" 0.992 0.038 G 0.96 0.02 A "" 5.0289 0.0008 0.005 79 "" 5.02 5.04 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129312 "B+08 2903" "" "" 0.96 G8IIIvar X
H 71837 "" "14 41 43.62" "+11 39 39.4" 5.55 "" H 220.43173137 11.66093526 "" 8.46 -159.52 -112.25 0.73 0.6 0.86 0.78 0.63 -0.14 -0.15 -0.18 -0.29 -0.28 0.26 -0.21 -0.01 -0.15 -0.24 0 1.99 71837 6.749 0.006 5.656 0.003 "" 0.941 0.002 G 0.97 0.07 F "" 5.7131 0.0008 0.007 84 "" 5.7 5.72 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129336 "B+12 2729" "" "" 0.97 G8III X
H 71860 "" "14 41 55.77" "-47 23 17.3" 2.3 1 G 220.48239101 -47.38814127 "" 5.95 -21.15 -24.22 0.46 0.45 0.76 0.54 0.62 -0.41 -0.14 -0.11 -0.07 0.18 -0.33 0.16 -0.29 0.27 -0.3 0 -1.6 71860 2.083 0.002 2.26 0.002 "" -0.154 0.002 T -0.21 0.02 A "" 2.2296 0.0011 0.01 143 "" 2.21 2.24 0.26 P 1 A 14419-4723 I 1 1 "" "" "" "" "" "" "" "" "" S "" P 129056 "" "C-46  9501" "P-46  6927" -0.21 B1.5III X
H 71865 "" "14 41 57.61" "-37 47 36.3" 4.01 "" H 220.49005323 -37.79342394 "" 10.69 -29.56 -30.68 0.62 0.41 0.72 0.55 0.55 -0.26 -0.37 0.02 0.07 -0.01 -0.03 -0.04 -0.05 0.12 -0.2 2 0.42 71865 3.787 0.002 3.969 0.002 "" -0.157 0.002 T -0.18 0.02 A "" 3.9422 0.0004 0.005 116 "" 3.93 3.95 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129116 "" "C-37  9618" "P-37  6185" -0.18 B2.5V 3
H 71908 "" "14 42 30.69" "-64 58 28.5" 3.18 "" H 220.62785433 -64.97456957 "" 60.97 -192.64 -234.07 0.36 0.43 0.58 0.39 0.49 0.22 -0.21 -0.06 0.27 0.3 0.01 0.34 0.18 -0.11 0.42 0 0.88 71908 3.502 0.002 3.211 0.002 "" 0.256 0.012 G 0.26 0.02 A "" 3.2465 0.0004 0.004 162 "" 3.24 3.25 "" C "" "" 14425-6459 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 128898 "" "" "P-64  2977" 0.26 F1Vp X
H 71957 "" "14 43 03.56" "-05 39 26.7" 3.87 "" H 220.76484284 -5.6574291 "" 53.54 104.23 -319.9 0.81 0.71 0.95 1.09 1.24 -0.23 -0.23 -0.16 0.43 -0.03 -0.15 -0.12 0.18 0.4 -0.4 0 1.58 71957 4.331 0.003 3.914 0.003 "" 0.385 0.006 G 0.47 0.02 A "" 3.9589 0.0006 0.004 46 "" 3.95 3.97 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129502 "B-05 3936" "" "" 0.47 F2III X
H 71974 "" "14 43 13.57" "-24 59 51.8" 5.7 "" H 220.80652349 -24.99773099 "" 7.97 -21.77 -9.12 0.68 0.49 0.78 0.73 0.57 -0.23 -0.25 -0.02 -0.15 -0.09 -0.06 -0.11 -0.22 0.08 -0.12 0 -0.88 71974 5.703 0.003 5.697 0.004 "" 0.006 0.004 T 0.03 0.0 L "" 5.7097 0.0009 0.006 91 "" 5.7 5.73 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129433 "" "C-24 11637" "P-24  5364" 0.02 B9.5V 4
H 71995 "" "14 43 25.37" "+26 31 40.4" 4.8 2 H 220.85571623 26.52789077 "" 3.67 -13.29 -16.68 0.6 0.54 0.94 0.86 0.8 0.26 -0.26 -0.44 0.06 0.1 -0.29 -0.03 -0.02 0.23 -0.43 2 -1.53 71995 6.978 0.006 5.005 0.005 "" 1.672 0.006 T 2.13 0.03 O "" 4.8689 0.0019 0.028 118 "" 4.81 4.9 35.33 P 1 A "" "" "" 1 "" "" S "" "" "" "" "" "" S "" P 129712 "B+27 2413" "" "" 2.05 M3III K
H 72010 "" "14 43 39.48" "-35 10 23.6" 4.06 "" H 220.91451458 -35.17322549 "" 15.89 -60.93 -176.82 0.65 0.4 0.71 0.64 0.62 -0.23 -0.17 -0.02 -0.01 -0.11 0.05 -0.17 0.02 -0.07 -0.24 0 1.35 72010 5.83 0.004 4.21 0.002 "" 1.356 0.004 T 1.35 0.02 A "" 4.2045 0.0007 0.005 114 "" 4.2 4.22 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129456 "" "C-34  9868" "P-34  6175" 1.35 K3III 3
H 72012 "" "14 43 44.44" "+40 27 33.1" 5.72 1 H 220.93518566 40.45920338 "" 4.11 -13.4 20.79 0.41 0.45 0.58 0.46 0.49 0.19 -0.04 -0.09 -0.09 -0.05 -0.03 -0.05 -0.11 -0.08 0.09 2 0.59 72012 7.557 0.005 5.877 0.003 "" 1.398 0.002 G 1.37 0.0 H "" 5.867 0.0007 0.007 146 "" 5.85 5.88 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129846 "B+41 2523" "" "" 1.37 K4III S
H 72104 "" "14 44 59.20" "-35 11 30.6" 4.92 "" G 221.24664628 -35.19182069 "" 15.76 10.04 -2.03 0.65 0.43 0.74 0.62 0.61 -0.26 -0.25 0.04 -0.08 -0.07 0.02 -0.11 -0.04 -0.04 -0.24 0 0.9 72104 4.944 0.002 4.925 0.002 "" 0.013 0.006 G 0.02 0.0 A "" 4.9325 0.0006 0.004 94 "" 4.93 4.94 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129685 "" "C-34  9888" "" 0.02 A0V 3
H 72105 H "14 44 59.25" "+27 04 27.0" 2.35 "" H 221.24687869 27.07417383 A 15.55 -50.65 20.0 0.58 0.52 0.78 0.68 0.62 0.23 -0.39 -0.46 0.19 0.01 -0.1 0.01 0.21 -0.09 -0.49 1 0.31 72105 3.562 0.004 2.47 0.003 * 0.966 0.004 G 0.95 0.0 H * 2.5167 0.0005 0.004 87 * 2.51 2.52 "" D "" "" 14449+2704 I 1 2 C "" A AB 341 2.867 0.003 2.19 0.02 S "" "" 129988 "B+27 2417" "" "" 0.95 A0 S
H 72125 "" "14 45 14.50" "+16 57 51.9" 4.6 "" H 221.31040511 16.96440296 "" 14.48 -60.87 -50.69 0.58 0.54 0.79 0.68 0.62 -0.34 -0.19 -0.1 0.46 -0.14 -0.15 -0.14 0.22 -0.16 -0.37 0 0.45 72125 5.833 0.003 4.707 0.002 "" 0.972 0.005 G 0.94 0.03 C "" 4.7668 0.0005 0.004 112 "" 4.76 4.78 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129972 "B+17 2780" "" "" 0.94 K0III X
H 72131 "" "14 45 17.25" "-62 52 31.6" 5.36 "" H 221.32186138 -62.87545275 "" 21.75 70.24 -80.34 0.33 0.41 0.61 0.41 0.5 0.14 -0.12 0.04 0.48 0.14 -0.18 0.2 0.21 -0.04 0.31 1 -0.72 72131 5.714 0.002 5.393 0.002 "" 0.308 0.003 T 0.35 0.0 L "" 5.4363 0.0004 0.006 206 "" 5.43 5.45 "" C "" "" 14453-6253 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 129422 "" "" "P-62  4275" 0.33 A7Vn X
H 72154 "" "14 45 30.23" "+00 43 02.2" 5.68 "" H 221.37595224 0.71729003 "" 5.31 -39.85 -7.92 1.1 0.74 1.34 1.67 1.06 0.2 -0.16 -0.48 -0.46 -0.2 -0.16 -0.35 -0.59 0.54 0.18 0 -0.33 72154 5.657 0.007 5.672 0.006 "" -0.021 0.005 G 0.01 0.0 L "" 5.6789 0.0009 0.006 55 "" 5.67 5.69 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129956 "B+01 2972" "" "" 0.01 B9.5V X
H 72197 H "14 46 00.18" "-25 26 34.5" 5.15 1 G 221.50074084 -25.44291557 A 32.86 -151.5 -109.07 0.96 0.68 0.92 1.17 0.75 -0.2 -0.14 -0.07 -0.05 -0.22 0.21 -0.19 -0.21 0.03 -0.07 7 0.74 72197 5.456 0.009 5.111 0.012 A 0.315 0.001 G 0.38 0.02 A * 5.0285 0.0013 0.013 67 * 5.02 5.07 "" U 2 "" 14460-2527 I 1 2 C "" A AB 124 8.325 0.008 2.07 0.02 S "" "" 129926 "" "C-24 11661" "" 0.38 "F0V + G/K" G
H 72208 "" "14 46 06.00" "+15 07 54.3" 5.78 2 H 221.52498866 15.13174102 "" 3.59 -85.07 19.27 0.74 0.57 0.86 0.85 0.66 -0.01 -0.28 -0.22 -0.11 -0.28 0.29 -0.24 0.07 0.04 -0.09 0 1.55 72208 7.587 0.019 6.023 0.017 "" 1.335 0.021 T 3.22 0.07 O "" 5.5986 0.0171 0.122 66 "" 5.33 5.71 "" U 2 "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" P 130144 "B+15 2758" "" "" 4.15 M5III S
H 72210 "" "14 46 06.75" "-23 09 10.3" 5.8 "" G 221.52813497 -23.15286204 "" 8.91 25.85 -64.04 0.82 0.51 0.96 0.94 0.71 -0.29 -0.39 -0.13 0.21 -0.2 0.15 -0.27 -0.03 0.18 -0.41 0 -1.09 72210 7.042 0.006 5.913 0.004 "" 0.98 0.0 G 0.96 0.0 H "" 5.96 0.0005 0.004 75 "" 5.95 5.97 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129944 "B-22 3844" "C-22 10645" "P-22  5835" 0.96 K0III 4
H 72220 "" "14 46 14.99" "+01 53 34.6" 3.73 "" G 221.56246594 1.8929383 "" 25.35 -116.04 -21.75 0.88 0.58 0.87 1.26 0.7 -0.21 -0.23 0.16 0.1 -0.47 -0.16 -0.4 0.01 0.1 0.12 0 0.09 72220 3.735 0.002 3.73 0.002 "" -0.005 0.006 G 0.01 0.02 A "" 3.7371 0.0005 0.004 77 "" 3.73 3.75 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130109 "B+02 2862" "" "" 0.01 A0V X
H 72250 "" "14 46 29.03" "-47 26 27.9" 5.74 "" H 221.62094963 -47.44107999 "" 9.59 -39.79 -14.74 0.54 0.57 0.83 0.69 0.94 -0.47 -0.03 -0.37 -0.25 0.4 -0.35 0.3 -0.46 0.34 -0.62 0 0.22 72250 5.829 0.003 5.743 0.003 "" 0.066 0.004 G 0.06 0.02 A "" 5.7662 0.0006 0.006 123 "" 5.76 5.77 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129858 "" "C-46  9562" "P-46  6986" 0.06 A1V 2
H 72290 "" "14 47 01.31" "-52 22 59.9" 5.22 "" G 221.75546088 -52.38331777 "" 12.58 -17.93 -82.32 0.47 0.47 0.66 0.47 0.6 -0.19 -0.34 -0.06 0.0 0.03 -0.2 0.04 0.06 -0.03 -0.32 0 -1.04 72290 6.48 0.004 5.334 0.003 "" 0.984 0.004 G 0.96 0.0 H "" 5.3855 0.0005 0.005 112 "" 5.38 5.4 "" C "" "" 14470-5223 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 129893 "" "C-51  8457" "P-51  7148" 0.96 G6III X
H 72296 "" "14 47 05.06" "-38 17 25.6" 5.9 "" H 221.77107748 -38.29043787 "" 5.88 52.75 -82.59 0.66 0.55 0.76 0.76 0.64 -0.11 -0.25 -0.02 0.16 -0.08 -0.03 -0.1 0.2 0.04 0.07 0 1.63 72296 7.674 0.008 6.054 0.005 "" 1.336 0.007 G 1.3 0.01 H "" 6.0513 0.0007 0.007 60 "" 6.04 6.07 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130055 "" "C-37  9686" "P-37  6229" 1.3 K3III 3
H 72323 "" "14 47 22.56" "-25 37 27.2" 5.61 1 H 221.84399993 -25.62423321 "" 5.32 -7.84 -13.85 0.68 0.45 0.75 0.86 0.55 -0.2 -0.19 -0.11 0.11 -0.11 0.06 -0.06 -0.12 0.09 0.02 0 0.8 72323 5.553 0.004 5.605 0.003 "" -0.043 0.005 T -0.02 0.01 L "" 5.6031 0.0011 0.009 68 "" 5.58 5.61 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130158 "" "C-25 10534" "P-25  5493" -0.01 B9IV/V 4
H 72357 "" "14 47 44.78" "-26 05 14.9" 5.23 "" H 221.9365883 -26.0874799 "" 9.84 36.88 -8.4 0.69 0.47 0.76 0.86 0.56 -0.15 -0.2 -0.08 0.07 -0.08 -0.01 -0.06 -0.12 0.12 0.06 0 2.19 72357 6.418 0.005 5.339 0.003 "" 0.938 0.0 G 0.93 0.0 H "" 5.3937 0.0011 0.006 72 "" 5.39 5.41 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130259 "" "C-25 10537" "P-25  5495" 0.93 G8/K0III 4
H 72370 "" "14 47 51.73" "-79 02 41.0" 3.83 1 G 221.96552567 -79.04471242 "" 7.93 -5.67 -15.75 0.4 0.44 0.53 0.41 0.5 0.07 -0.27 -0.01 0.02 0.06 -0.05 0.02 0.05 0.13 0.11 1 1.09 72370 5.697 0.003 3.98 0.002 "" 1.433 0.003 T 1.42 0.01 L "" 3.9796 0.0005 0.005 136 "" 3.97 3.99 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 129078 "" "" "P-78   893" 1.35 K5III X
H 72378 "" "14 47 57.56" "-26 38 46.1" 5.76 "" H 221.98985195 -26.64613329 "" 7.51 -10.65 -8.83 0.75 0.53 0.85 0.91 0.61 -0.27 -0.26 0.06 0.0 -0.05 -0.03 0.0 -0.24 0.1 0.02 0 0.73 72378 5.758 0.003 5.767 0.003 "" -0.007 0.004 T 0.01 0.0 L "" 5.7699 0.0007 0.005 70 "" 5.76 5.78 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130274 "" "C-26 10519" "P-26  5349" 0.02 B9.5V 3
H 72432 "" "14 48 38.06" "-36 38 04.5" 5.89 2 H 222.15857155 -36.63458507 "" 7.26 -12.94 -46.04 0.7 0.66 0.9 0.68 0.74 -0.13 -0.27 -0.35 0.11 -0.06 0.06 0.0 0.18 -0.08 -0.35 0 0.41 72432 7.756 0.013 6.15 0.014 "" 1.369 0.016 T 3.21 0.06 O "" 5.7201 0.0195 0.082 56 "" 5.61 5.86 "" U 2 "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" P 130328 "" "C-36  9645" "P-36  6562" 3.98 M5III 3
H 72487 "" "14 49 18.68" "+46 06 59.0" 5.76 "" H 222.32781437 46.11639336 "" 21.34 -7.35 -77.32 0.46 0.41 0.55 0.57 0.49 0.03 0.02 -0.06 -0.03 0.01 0.06 0.02 0.04 0.06 -0.09 2 0.59 72487 6.322 0.003 5.815 0.003 "" 0.482 0.002 G 0.55 0.0 H "" 5.8715 0.0006 0.006 136 "" 5.86 5.88 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130945 "B+46 1993" "" "" 0.55 F7IVw X
H 72488 "" "14 49 18.76" "-24 15 05.3" 5.68 1 H 222.32815984 -24.25146951 "" 2.93 -20.69 -0.43 0.74 0.52 0.84 0.84 0.69 -0.3 -0.26 -0.01 0.03 -0.17 -0.02 -0.21 -0.06 0.06 -0.35 0 0.13 72488 7.357 0.006 5.84 0.004 "" 1.275 0.006 T 1.23 0.01 L "" 5.8411 0.0019 0.01 83 "" 5.83 5.86 "" M "" "" 14493-2415 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 130529 "" "C-23 11916" "P-23  5988" 1.23 K3III+... 4
H 72489 H "14 49 19.09" "-14 08 56.3" 5.32 "" G 222.32954567 -14.14898587 A 13.86 -65.89 -14.79 1.19 0.86 1.3 1.46 1.01 -0.2 0.17 -0.28 -0.19 -0.48 0.24 -0.47 -0.17 -0.02 0.19 4 0.75 72489 5.644 0.017 5.599 0.018 A 0.066 0.005 G 0.08 0.01 H * 5.3339 0.0006 0.005 79 * 5.33 5.34 "" D "" "" 14493-1409 I 1 2 C "" A AB 2 1.924 0.002 1.03 0.01 S "" "" 130559 "B-13 3986" "" "" 0.08 Ap 4
H 72524 H "14 49 41.36" "+48 43 14.0" 5.68 "" G 222.42233956 48.72056284 A 14.22 -76.93 99.13 0.91 0.85 0.87 0.95 0.78 0.09 -0.06 0.0 0.07 -0.13 0.04 -0.17 -0.15 -0.04 -0.21 7 1.53 72524 6.218 0.006 5.695 0.004 * 0.501 0.026 G 0.57 0.03 H * 5.7747 0.0007 0.006 116 * 5.76 5.79 "" D "" "" 14497+4843 I 1 2 C "" A AB 45 2.776 0.002 0.36 0.01 S "" "" 131041 "B+49 2326" "" "" 0.57 F6V+... S
H 72552 "" "14 49 58.39" "+28 36 57.0" 5.8 "" G 222.49327659 28.61583341 "" 11.06 18.8 -0.72 0.42 0.45 0.65 0.41 0.51 -0.03 -0.13 -0.06 -0.34 -0.19 0.16 -0.05 0.22 -0.26 -0.29 0 0.71 72552 5.878 0.003 5.8 0.003 "" 0.046 0.004 G 0.06 0.0 H "" 5.8214 0.0006 0.007 161 "" 5.81 5.85 "" "" "" "" 14500+2837 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 130917 "B+29 2581" "" "" 0.06 A4V X
H 72567 "" "14 50 15.72" "+23 54 42.4" 5.86 1 G 222.56549508 23.91176538 "" 55.73 144.73 32.42 0.5 0.42 0.8 0.82 0.66 -0.04 -0.14 -0.33 0.14 0.15 -0.41 0.02 0.06 0.15 -0.64 0 -0.67 72567 6.59 0.004 5.939 0.003 "" 0.576 0.016 G 0.67 0.07 F "" 5.9949 0.001 0.011 148 "" 5.98 6.01 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130948 "B+24 2786" "" "" 0.67 G2V X
H 72571 "" "14 50 17.47" "-27 57 36.8" 4.42 "" H 222.5727779 -27.96021925 "" 10.68 -237.37 -62.37 0.78 0.49 0.83 1.28 0.75 -0.17 -0.08 0.11 -0.15 -0.16 -0.22 -0.11 -0.23 -0.05 0.4 0 0.55 72571 6.216 0.005 4.576 0.003 "" 1.366 0.05 G 1.43 0.02 A "" 4.5608 0.0008 0.006 77 "" 4.55 4.57 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130694 "" "C-27 10073" "P-27  5058" 1.43 K3III 3
H 72573 "" "14 50 19.63" "+82 30 45.0" 5.63 "" H 222.58178099 82.51248701 "" 23.08 177.66 -223.33 0.44 0.48 0.5 0.51 0.55 -0.04 0.01 -0.15 0.25 -0.08 0.15 -0.06 0.26 -0.1 -0.13 3 0.79 72573 6.461 0.004 5.71 0.003 "" 0.671 0.004 T 0.73 0.0 L "" 5.7644 0.0009 0.006 116 "" 5.76 5.78 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133002 "B+83  431" "" "" 0.74 F9V S
H 72582 "" "14 50 29.80" "+37 16 18.5" 5.47 "" H 222.62417599 37.27181511 "" 16.31 -212.26 95.24 0.39 0.43 0.61 0.44 0.48 0.19 0.06 -0.13 0.02 -0.08 -0.02 -0.09 -0.01 -0.12 0.16 0 -0.58 72582 6.798 0.003 5.595 0.002 "" 1.03 0.002 G 1.1 0.06 F "" 5.6364 0.0006 0.007 161 "" 5.63 5.65 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131111 "B+37 2580" "" "" 1.1 K0III-IV X
H 72603 "" "14 50 41.26" "-15 59 49.5" 5.15 "" H 222.67193219 -15.99709226 "" 42.26 -135.93 -59.47 0.76 0.57 1.04 0.94 0.62 -0.26 -0.24 -0.41 0.24 -0.22 0.38 -0.06 0.0 -0.14 -0.36 2 2.06 72603 5.617 0.004 5.19 0.005 "" 0.401 0.007 G 0.48 0.02 A "" 5.2416 0.0004 0.003 73 "" 5.23 5.25 "" "" "" "" 14508-1602 I 2 1 G "" "" "" "" "" "" "" "" S "" "" 130819 "B-15 3965" "" "" 0.48 F3V 4
H 72607 "" "14 50 42.40" "+74 09 19.7" 2.07 1 H 222.67664751 74.15547596 "" 25.79 -32.29 11.91 0.44 0.49 0.52 0.45 0.57 0.2 -0.31 -0.28 -0.05 -0.06 0.15 -0.01 -0.02 -0.03 0.17 3 0.85 72607 4.015 0.003 2.238 0.003 "" 1.465 0.005 G 1.46 0.03 C "" 2.2044 0.0008 0.008 99 "" 2.19 2.22 "" M "" "" 14506+7410 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 131873 "B+74  595" "" "" 1.46 K4IIIvar X
H 72622 "" "14 50 52.78" "-16 02 29.8" 2.75 "" G 222.71990536 -16.04161047 "" 42.25 -105.69 -69.0 0.73 0.59 1.05 0.87 0.62 -0.25 -0.27 -0.44 0.13 -0.24 0.43 0.04 0.03 -0.17 -0.32 0 0.82 72622 2.957 0.002 2.77 0.003 "" 0.147 0.005 G 0.16 0.02 A "" 2.7892 0.0004 0.003 64 "" 2.78 2.8 "" "" "" "" 14508-1602 I 2 1 "" "" "" "" "" "" "" "" "" S "" "" 130841 "B-15 3966" "" "" 0.16 A3IV 4
H 72631 "" "14 51 01.02" "-02 17 55.9" 4.93 "" H 222.75425052 -2.29884995 "" 15.09 87.63 -123.64 0.89 0.73 1.09 1.03 0.91 0.07 -0.06 -0.44 0.45 0.32 -0.13 0.24 -0.12 0.47 -0.01 0 -1.15 72631 6.189 0.005 5.034 0.004 "" 0.988 0.001 G 0.97 0.0 H "" 5.0912 0.0009 0.005 47 "" 5.08 5.11 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130952 "B-01 2991" "" "" 0.97 G8... X
