col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78 
H 72659 H "14 51 23.28" "+19 06 02.3" 4.54 1 H 222.84701756 19.10063329 A 149.26 152.81 -71.28 0.7 0.68 0.76 0.64 0.7 -0.43 -0.1 -0.03 0.19 -0.08 0.0 -0.09 0.1 0.04 -0.51 21 1.15 72659 5.485 0.005 4.612 0.004 * 0.72 0.015 G 0.82 0.03 C * 4.6801 0.0014 0.013 101 * 4.66 4.71 "" U 2 "" 14513+1906 I 1 2 C "" A AB 325 7.071 0.01 2.27 0.03 S "" "" 131156 "B+19 2870" "" "" 0.82 "G8V + K4V" G
H 72664 "" "14 51 26.57" "+59 17 37.1" 5.48 "" H 222.86072795 59.29365246 "" 7.38 -120.89 136.99 0.42 0.47 0.48 0.43 0.55 0.25 -0.15 -0.07 -0.13 -0.13 0.0 -0.16 -0.25 0.04 0.16 0 -0.9 72664 7.281 0.006 5.641 0.003 "" 1.369 0.004 G 1.34 0.01 H "" 5.6326 0.0005 0.006 119 "" 5.62 5.64 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131507 "B+59 1615" "" "" 1.34 K4III X
H 72683 H "14 51 38.32" "-43 34 31.1" 4.32 1 G 222.9096805 -43.57529383 * 8.0 -24.79 -26.8 0.68 0.54 0.78 0.93 0.7 -0.01 0.04 -0.07 -0.15 -0.1 -0.32 -0.19 0.16 -0.18 0.26 0 0.16 72683 4.138 0.002 4.299 0.003 * -0.154 0.033 G -0.14 0.02 A * 4.2816 0.001 0.01 55 * 4.26 4.3 "" U 2 "" 14516-4335 I 1 2 C S A AS 275 0.135 0.007 0.43 0.32 S "" "" 130807 "" "C-43  9391" "P-43  6747" -0.14 B5IV X
H 72800 "" "14 52 51.09" "-37 48 11.2" 5.02 1 H 223.21287023 -37.80311642 "" 8.49 -20.6 -17.96 0.62 0.58 0.76 0.77 0.7 -0.14 -0.06 -0.28 0.2 -0.11 0.11 -0.07 0.25 -0.12 -0.07 0 1.14 72800 4.817 0.003 4.995 0.004 "" -0.155 0.004 T -0.15 0.01 L "" 4.9662 0.0029 0.011 59 "" 4.95 4.98 1.57 P 1 A "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131120 "" "C-37  9760" "P-37  6282" -0.17 B7II/III 3
H 72833 H "14 53 13.54" "-73 11 24.6" 5.59 "" H 223.30640336 -73.19015457 A 10.19 18.33 34.31 0.55 0.62 0.69 0.47 0.59 0.2 -0.14 -0.04 0.11 0.15 -0.27 0.12 0.21 -0.17 0.37 3 1.36 72833 6.573 0.006 5.645 0.004 * 0.82 0.0 G 0.84 0.0 H * 5.7427 0.0008 0.007 166 * 5.73 5.76 "" D "" "" 14532-7311 I 1 2 C "" A AB 123 2.167 0.003 1.74 0.01 S "" "" 130458 "" "" "P-72  1604" 0.84 G5III 1
H 72929 "" "14 54 20.14" "-24 38 31.7" 5.27 "" G 223.583901 -24.64213517 "" 8.48 -11.02 -27.51 0.66 0.5 0.77 0.85 0.68 -0.16 -0.17 -0.25 0.2 -0.01 0.04 -0.02 0.01 0.23 -0.05 0 3.84 72929 7.021 0.005 5.418 0.003 "" 1.336 0.006 G 1.3 0.01 H "" 5.4228 0.0006 0.005 81 "" 5.41 5.43 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131430 "" "C-24 11735" "P-24  5398" 1.3 K2/K3III 4
H 72934 "" "14 54 22.91" "-11 53 54.0" 5.78 "" H 223.59544161 -11.89833043 "" 8.94 -55.68 -7.09 0.81 0.54 0.96 1.27 0.88 -0.48 -0.09 -0.08 0.19 -0.16 -0.32 -0.21 -0.17 0.39 -0.52 0 0.39 72934 7.036 0.006 5.895 0.004 "" 0.982 0.0 G 1.0 0.07 F "" 5.9484 0.001 0.007 92 "" 5.94 5.96 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131530 "B-11 3827" "" "" 1.0 G7III S
H 72959 "" "14 54 37.92" "-33 18 02.0" 5.85 "" H 223.6580027 -33.30056091 "" 4.07 -8.58 -5.75 0.74 0.59 0.86 0.88 0.73 -0.07 -0.18 -0.17 0.12 -0.05 0.07 -0.05 0.14 0.07 -0.07 0 1.43 72959 7.716 0.01 6.004 0.004 "" 1.429 0.009 T 1.42 0.01 L "" 5.9879 0.0008 0.005 52 "" 5.98 6.0 "" C "" "" 14546-3318 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 131432 "" "C-32 10457" "" 1.4 K2III 3
H 73036 "" "14 55 34.71" "-60 06 50.0" 5.18 "" H 223.89461516 -60.11389133 "" 18.87 -125.69 -112.25 0.54 0.45 0.8 0.69 0.83 0.12 -0.37 -0.14 0.14 0.25 -0.12 0.11 -0.17 0.32 -0.12 0 -0.92 73036 6.684 0.004 5.31 0.003 "" 1.161 0.0 G 1.12 0.0 H "" 5.3418 0.0008 0.007 135 "" 5.33 5.35 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131342 "" "" "P-59  5753" 1.12 K1III X
H 73049 "" "14 55 44.69" "-33 51 20.8" 5.32 "" H 223.93622772 -33.85578004 "" 13.2 19.18 -2.03 0.69 0.54 0.81 0.67 0.66 -0.05 -0.26 -0.22 0.01 -0.07 -0.06 -0.11 0.09 0.06 -0.24 0 0.16 73049 5.374 0.004 5.323 0.004 "" 0.046 0.005 T 0.06 0.0 L "" 5.3402 0.0006 0.004 63 "" 5.33 5.35 "" "" "" "" 14557-3351 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 131625 "" "C-33 10169" "P-33  3724" 0.05 A0V 3
H 73087 "" "14 56 13.24" "+14 26 46.6" 5.9 "" H 224.0551584 14.44626586 "" 5.96 -12.78 -0.08 0.72 0.55 0.74 0.73 0.59 0.08 -0.19 -0.07 -0.28 -0.29 0.07 -0.29 -0.19 0.0 -0.01 0 -0.64 73087 5.861 0.005 5.898 0.004 "" -0.031 0.006 T -0.01 0.01 L "" 5.899 0.0009 0.006 74 "" 5.89 5.91 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131951 "B+15 2796" "" "" -0.01 A0V X
H 73095 "" "14 56 17.23" "-52 48 34.4" 5.38 "" H 224.07177099 -52.80956707 "" 15.08 27.59 7.9 0.46 0.44 0.72 0.45 0.54 -0.04 -0.36 -0.31 -0.04 0.28 -0.35 0.1 -0.26 0.27 -0.43 2 -0.08 73095 5.554 0.002 5.406 0.003 "" 0.142 0.003 T 0.16 0.0 L "" 5.4346 0.0005 0.005 113 "" 5.43 5.45 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131562 "" "" "P-52  7634" 0.13 A2III X
H 73100 "" "14 56 22.94" "+49 37 44.4" 5.63 "" H 224.09558479 49.62899937 "" 40.25 110.79 -226.45 0.43 0.43 0.54 0.53 0.47 0.05 -0.07 -0.11 0.04 -0.07 0.19 -0.03 0.11 -0.1 -0.12 3 0.35 73100 6.258 0.004 5.693 0.003 "" 0.533 0.004 T 0.61 0.0 L "" 5.7475 0.0005 0.006 118 "" 5.74 5.76 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132254 "B+50 2126" "" "" 0.6 F7V S
H 73111 H "14 56 32.08" "-47 52 44.9" 5.62 "" G 224.13366538 -47.87914321 A 5.21 -29.91 -22.46 0.86 0.83 0.99 0.81 0.94 -0.22 0.04 -0.4 -0.02 0.03 -0.22 -0.04 0.17 0.0 -0.34 2 1.76 73111 5.951 0.027 5.985 0.026 A -0.035 0.003 G -0.02 0.02 A * 5.6301 0.0007 0.006 96 * 5.62 5.64 "" D "" "" 14565-4753 I 1 2 C "" A AB 278 2.184 0.002 0.79 0.01 S "" "" 131657 "" "C-47  9543" "P-47  6786" -0.02 B+... S
H 73129 "" "14 56 44.00" "-62 46 51.6" 5.08 2 T 224.18334308 -62.78098762 "" 3.91 -12.41 -11.78 0.34 0.42 0.67 0.42 0.51 0.15 -0.17 0.13 0.49 0.07 -0.25 0.13 0.33 -0.03 0.33 0 0.04 73129 5.041 0.006 5.069 0.007 "" -0.023 0.008 T 0.0 0.01 L "" 4.9999 0.0126 0.119 226 "" 4.86 5.13 "" U 2 C 14567-6247 I 1 1 "" "" S "" "" "" "" "" "" S "" P 131492 "" "" "P-62  4337" 0.0 B4Vnp X
H 73133 "" "14 56 46.11" "-11 24 35.0" 5.48 "" H 224.19211288 -11.4097279 "" 6.06 7.93 11.21 0.76 0.51 0.79 1.03 0.63 -0.37 -0.17 0.05 0.23 -0.33 0.03 -0.27 0.07 -0.03 -0.18 0 0.53 73133 7.409 0.008 5.638 0.004 "" 1.491 0.002 G 1.51 0.0 H "" 5.6073 0.0011 0.006 77 "" 5.6 5.62 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131918 "B-10 3989" "" "" 1.51 K4III X
H 73165 "" "14 57 11.06" "-04 20 45.9" 4.47 "" H 224.29606996 -4.34608634 "" 35.83 -97.83 -154.56 0.77 0.67 0.91 0.91 0.91 -0.24 -0.21 -0.35 0.44 0.09 -0.15 -0.07 -0.11 0.36 -0.48 0 0.21 73165 4.851 0.003 4.507 0.002 "" 0.318 0.006 G 0.38 0.02 A "" 4.5518 0.0009 0.004 48 "" 4.55 4.56 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132052 "B-03 3696" "" "" 0.38 F0V X
H 73166 "" "14 57 11.68" "+16 23 17.3" 5.72 "" H 224.29866769 16.38813986 "" 5.28 -4.08 -4.98 0.76 0.61 0.81 0.93 0.72 0.13 -0.16 -0.06 -0.3 -0.48 0.05 -0.44 -0.03 -0.06 0.12 0 0.18 73166 6.923 0.006 5.821 0.004 "" 0.951 0.006 T 0.94 0.0 L "" 5.8814 0.001 0.007 73 "" 5.87 5.89 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132146 "B+16 2715" "" "" 0.94 G5III: S
H 73184 "" "14 57 27.35" "-21 24 40.6" 5.72 "" G 224.36396501 -21.4112809 A 169.32 1034.18 -1725.6 1.77 1.25 1.67 1.8 1.29 -0.1 -0.05 -0.36 0.01 -0.2 0.32 -0.09 -0.16 -0.04 -0.09 3 0.39 73184 7.168 0.008 5.873 0.005 A 1.024 0.015 G 1.23 0.08 G "" 5.877 0.0293 0.011 68 A 5.84 5.89 "" D "" "" 14574-2124 I 2 1 C P D "" "" "" "" "" "" S "" D 131977 "B-20 4125" "" "" 1.23 K4V 4
H 73193 "" "14 57 33.22" "-00 10 03.2" 5.51 "" G 224.38840115 -0.16754803 "" 11.06 59.91 -26.2 0.73 0.65 0.87 0.81 0.72 -0.1 -0.25 -0.25 0.13 -0.08 0.21 0.04 0.22 -0.28 -0.16 0 -0.27 73193 6.968 0.007 5.636 0.004 "" 1.131 0.002 G 1.09 0.0 H "" 5.6799 0.0007 0.005 42 "" 5.67 5.69 "" "" "" "" 14575-0011 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 132132 "B+00 3277" "" "" 1.09 K1III X
H 73199 "" "14 57 35.12" "+65 55 56.6" 4.63 2 H 224.39632979 65.93238126 + 8.2 -78.26 32.48 0.44 0.48 0.52 0.47 0.53 0.13 -0.17 -0.27 -0.21 -0.06 -0.08 -0.09 -0.08 -0.05 0.03 0 -1.04 73199 6.595 0.01 4.862 0.013 "" 1.59 0.017 G 2.85 0.0 G "" 4.5808 0.0119 0.107 109 "" 4.44 4.7 "" U 2 "" "" "" "" 1 O "" "" "" "" "" "" "" "" S "" P 132813 "B+66  878" "" "" 2.85 M5III K
H 73223 "" "14 57 53.16" "-76 39 45.4" 5.37 "" H 224.47148916 -76.66261622 "" 7.62 -68.58 -16.14 0.41 0.43 0.56 0.43 0.52 0.01 -0.17 0.13 -0.17 0.12 -0.05 0.09 0.13 0.17 0.1 1 0.39 73223 7.258 0.005 5.535 0.002 "" 1.442 0.004 G 1.44 0.01 H "" 5.5086 0.0007 0.007 152 "" 5.5 5.52 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131109 "" "C-76   688" "P-76   924" 1.44 K4III 1
H 73273 "" "14 58 31.95" "-43 08 01.9" 2.68 1 G 224.63314193 -43.13386699 "" 6.23 -34.06 -38.3 0.55 0.4 0.71 0.82 0.62 -0.36 -0.01 -0.01 -0.03 -0.05 -0.29 -0.17 0.19 -0.16 0.24 0 0.58 73273 2.435 0.002 2.646 0.002 "" -0.184 0.002 T -0.23 0.02 A "" 2.5982 0.0005 0.005 117 "" 2.59 2.61 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132058 "" "C-42  9853" "P-42  6856" -0.23 B2III X
H 73284 H "14 58 39.29" "-27 39 26.3" 5.65 "" G 224.66369181 -27.65729301 A 9.32 -47.62 -8.6 1.45 1.19 1.42 1.42 1.29 0.05 -0.35 -0.13 -0.08 -0.05 0.04 -0.06 -0.11 0.01 -0.07 3 0.09 73284 5.986 0.005 5.699 0.005 * 0.262 0.011 G 0.26 0.03 C * 5.728 0.001 0.008 57 * 5.71 5.74 "" D "" "" 14587-2739 I 1 2 C "" A AS 354 0.561 0.002 0.29 0.01 S "" "" 132219 "" "C-27 10148" "" 0.26 A6IV 3
H 73310 "" "14 58 53.64" "-11 08 37.9" 5.88 "" H 224.72351684 -11.14386422 "" 10.32 -106.68 -61.53 0.81 0.54 0.85 1.21 0.67 -0.2 0.03 -0.02 -0.01 -0.42 -0.08 -0.33 -0.14 -0.22 0.15 0 1.36 73310 7.516 0.007 6.001 0.005 "" 1.274 0.007 T 1.23 0.01 L "" 6.035 0.0007 0.006 65 "" 6.02 6.04 "" C "" "" 14589-1108 I 1 1 "" "" S "" "" "" "" "" "" S "" "" 132345 "B-10 3999" "" "" 1.17 K3III-IV X
H 73334 H "14 59 09.70" "-42 06 14.9" 3.13 "" G 224.79041254 -42.10414199 * 6.05 -17.76 -21.33 0.6 0.46 0.73 0.56 0.61 -0.36 -0.21 0.13 -0.18 -0.1 -0.26 -0.13 0.05 -0.21 -0.12 0 0.85 73334 2.894 0.003 3.097 0.002 * -0.208 0.01 G -0.21 0.02 A * 3.0671 0.0007 0.005 90 * 3.06 3.08 "" D "" "" 14592-4206 I 1 2 C S A AC 155 0.125 0.01 1.38 0.3 S "" "" 132200 "" "C-41  9342" "P-41  6979" -0.21 B2IV X
H 73369 "" "14 59 36.97" "+39 15 54.8" 5.64 "" H 224.90404577 39.26523166 "" 19.83 -31.53 41.85 0.41 0.44 0.57 0.47 0.5 0.23 0.07 0.01 -0.12 -0.15 -0.05 -0.14 -0.1 0.08 0.09 0 -0.67 73369 6.031 0.003 5.677 0.003 "" 0.336 0.004 T 0.39 0.01 L "" 5.7211 0.0007 0.007 154 "" 5.71 5.73 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132772 "B+39 2820" "" "" 0.38 F1III-IV S
H 73473 "" "15 00 58.39" "-08 31 08.2" 4.91 3 G 225.24328191 -8.51893488 "" 10.72 -66.2 -3.4 0.72 0.61 0.91 0.86 0.81 -0.43 -0.04 -0.43 0.17 0.13 -0.09 0.07 -0.5 0.41 -0.49 0 0.68 73473 4.936 0.03 4.945 0.027 "" 0.0 0.37 G 0.07 0.02 A "" 4.9297 0.0059 0.226 81 "" 4.91 5.8 2.33 P 1 A 15010-0832 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 132742 "B-07 3938" "" "" 0.07 B9.5V X
H 73493 "" "15 01 13.07" "-38 03 29.9" 5.88 "" H 225.30447474 -38.05831465 "" 8.43 30.42 -34.37 0.67 0.68 0.93 0.75 0.74 -0.19 -0.07 -0.46 -0.02 0.19 -0.25 0.08 -0.25 0.24 -0.2 0 2.09 73493 7.518 0.007 6.015 0.005 "" 1.246 0.007 G 1.2 0.01 H "" 6.0376 0.0007 0.006 53 "" 6.03 6.05 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132604 "" "C-37  9863" "P-37  6342" 1.2 K2/K3III 3
H 73497 "" "15 01 19.81" "-02 45 17.5" 5.52 1 H 225.33254143 -2.75487208 "" 5.78 28.68 -22.4 0.73 0.59 0.8 0.87 0.67 -0.18 -0.21 -0.22 0.35 -0.11 0.2 -0.01 0.24 -0.18 -0.15 3 1.47 73497 7.709 0.013 5.711 0.006 "" 1.692 0.012 T 1.95 0.04 O "" 5.6057 0.002 0.011 52 "" 5.59 5.63 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132833 "B-02 3928" "" "" 1.87 M0III S
H 73536 H "15 01 48.92" "-00 08 24.9" 5.71 1 H 225.45381414 -0.14025867 A 3.19 6.45 -15.03 1.39 1.03 1.21 1.25 0.98 -0.39 -0.26 -0.31 0.28 -0.24 0.09 -0.18 0.12 -0.03 -0.51 0 1.05 73536 7.667 0.012 5.891 0.007 * 1.509 0.011 T 1.95 0.05 O * 5.7896 0.0022 0.015 44 * 5.77 5.82 "" U 2 "" 15018-0008 I 1 2 C "" A AB 109 0.493 0.004 1.24 0.02 S "" "" 132933 "B+00 3297" "" "" 2.17 M2III S
H 73540 "" "15 01 50.70" "-83 13 40.0" 5.65 "" H 225.46126796 -83.22777573 "" 8.39 18.65 53.3 0.4 0.4 0.5 0.43 0.48 -0.01 -0.19 0.03 -0.09 -0.02 -0.1 -0.04 0.07 0.12 -0.04 1 1.48 73540 6.871 0.005 5.755 0.003 "" 0.962 0.005 T 0.95 0.0 L "" 5.8098 0.0006 0.006 150 "" 5.8 5.82 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 130650 "" "" "P-82   629" 0.94 G8/K0III 1
H 73555 "" "15 01 56.79" "+40 23 26.3" 3.49 "" H 225.48663804 40.39063671 "" 14.91 -40.2 -29.22 0.43 0.44 0.57 0.5 0.53 0.08 -0.14 -0.03 -0.13 -0.14 0.13 -0.13 0.0 0.11 -0.08 0 -0.69 73555 4.697 0.002 3.588 0.002 "" 0.956 0.0 G 0.89 0.03 C "" 3.6469 0.0003 0.004 139 "" 3.64 3.65 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133208 "B+40 2840" "" "" 0.89 G8III X
H 73566 "" "15 02 06.38" "-28 03 37.9" 5.83 1 H 225.52657921 -28.06052808 "" 10.04 84.22 -34.14 0.84 0.66 0.9 0.99 0.81 0.08 -0.22 -0.29 0.24 0.15 0.03 0.11 0.03 -0.09 -0.1 0 0.79 73566 6.042 0.004 5.85 0.004 "" 0.164 0.011 G 0.18 0.03 C "" 5.8857 0.0022 0.012 63 "" 5.87 5.9 "" M "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 132851 "" "C-27 10183" "P-27  5112" 0.18 A4IV 3
H 73568 "" "15 02 06.51" "+25 00 29.7" 4.8 1 H 225.52713391 25.00825646 "" 9.07 -5.88 -48.6 0.55 0.45 0.74 0.62 0.56 0.09 -0.3 0.09 0.24 -0.06 -0.29 0.07 0.05 -0.38 0.09 2 -1.78 73568 6.767 0.005 4.965 0.002 "" 1.506 0.008 G 1.54 0.03 C "" 4.9265 0.0009 0.007 103 "" 4.92 4.94 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133124 "B+25 2861" "" "" 1.54 K4III X
H 73620 "" "15 02 54.07" "+02 05 28.6" 4.39 "" H 225.7252916 2.09127129 "" 17.78 -55.93 12.94 1.11 0.67 0.9 1.19 0.79 0.15 -0.33 -0.05 0.67 0.25 0.0 0.31 0.35 -0.06 0.25 4 0.64 73620 5.739 0.005 4.514 0.004 "" 1.026 0.04 G 1.04 0.02 A "" 4.5583 0.0008 0.005 36 "" 4.55 4.57 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133165 "B+02 2905" "" "" 1.04 K0III X
H 73624 "" "15 02 59.29" "-32 38 35.7" 5.45 "" H 225.74704341 -32.64324605 "" 9.32 -21.05 -19.66 0.71 0.54 0.84 0.67 0.64 -0.15 -0.35 -0.18 -0.1 -0.1 0.03 -0.09 0.07 -0.06 -0.23 0 0.93 73624 5.285 0.005 5.415 0.004 "" -0.127 0.003 G -0.12 0.0 H "" 5.4085 0.0013 0.01 55 "" 5.4 5.43 "" "" "" "" 15030-3239 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 132955 "" "C-32 10560" "P-32  3778" -0.12 B3V 3
H 73634 "" "15 03 06.08" "+35 12 20.8" 5.52 "" H 225.77534828 35.20577288 "" 11.85 -39.95 9.3 0.37 0.42 0.6 0.43 0.48 0.18 -0.05 -0.15 -0.03 -0.07 -0.12 -0.09 -0.03 0.04 0.12 1 1.79 73634 6.824 0.003 5.629 0.003 "" 1.023 0.003 T 1.0 0.0 L "" 5.6865 0.0005 0.005 163 "" 5.67 5.7 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133392 "B+35 2642" "" "" 0.99 G8III: S
H 73695 H "15 03 47.68" "+47 39 14.5" 4.83 2 G 225.94867417 47.65401409 A 78.39 -436.24 18.94 1.01 1.05 1.03 1.2 1.17 0.12 0.02 0.03 0.22 -0.03 -0.01 0.02 0.02 -0.15 0.31 28 3.02 73695 5.631 0.014 4.918 0.017 A 0.647 0.002 G 0.71 0.0 H * 4.8775 0.0065 0.063 123 * 4.84 4.99 0.27 P 1 A 15038+4739 I 1 2 C "" B AB 49 1.703 0.003 0.78 0.02 S "" D 133640 "B+48 2259" "" "" 0.71 "G2V + G2V" G
H 73714 "" "15 04 04.26" "-25 16 54.7" 3.25 "" H 226.01775793 -25.28185602 "" 11.17 -71.85 -44.69 0.86 0.63 0.98 1.47 0.94 -0.14 0.2 -0.32 -0.09 -0.14 -0.02 -0.22 0.1 -0.31 0.32 0 0.36 73714 5.417 0.011 3.472 0.01 "" 1.674 0.038 G 2.23 0.02 A "" 3.3093 0.01 0.06 39 "" 3.24 3.41 "" "" "" "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" "" 133216 "" "C-24 11834" "P-24  5432" 2.23 M3/M4III 4
H 73745 "" "15 04 26.86" "+26 56 51.6" 4.52 "" H 226.11190457 26.94765981 "" 13.04 -176.31 -4.52 0.56 0.41 0.68 0.74 0.59 -0.06 -0.15 -0.11 0.0 0.37 -0.29 0.34 -0.14 0.06 -0.46 2 0.85 73745 6.155 0.004 4.655 0.002 "" 1.24 0.005 G 1.23 0.03 C "" 4.6769 0.0007 0.005 122 "" 4.67 4.69 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133582 "B+27 2447" "" "" 1.23 K2III X
H 73771 "" "15 04 46.96" "-83 02 17.8" 5.65 "" H 226.19567959 -83.03826851 "" 1.88 -8.65 -17.65 0.42 0.43 0.52 0.51 0.53 0.01 -0.03 -0.01 -0.08 -0.01 -0.04 -0.02 0.05 0.06 0.05 0 0.94 73771 7.302 0.005 5.788 0.003 "" 1.273 0.005 T 1.23 0.01 L "" 5.8127 0.0008 0.008 144 "" 5.8 5.83 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 131246 "" "" "P-82   636" 1.23 G8Ib 1
H 73776 "" "15 04 48.05" "-64 01 52.9" 5.16 "" H 226.20020549 -64.03137307 "" 12.2 102.92 9.47 0.34 0.4 0.59 0.4 0.49 0.16 -0.21 -0.05 0.27 0.09 -0.07 0.08 0.3 0.03 0.24 0 -0.58 73776 6.351 0.002 5.27 0.002 "" 0.935 0.002 T 0.93 0.0 L "" 5.3234 0.0005 0.005 204 "" 5.32 5.33 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 132905 "" "" "P-63  3493" 0.93 G8III 1
H 73807 H "15 05 07.11" "-47 03 04.3" 3.91 "" H 226.27960699 -47.05119386 A 6.56 -23.39 -21.11 0.88 0.82 0.96 0.81 0.92 -0.29 -0.27 -0.05 0.06 -0.04 -0.18 -0.01 0.19 -0.08 -0.31 4 1.17 73807 3.486 0.012 3.639 0.01 * -0.144 0.007 G -0.15 0.02 A * 3.8552 0.0006 0.005 89 * 3.85 3.87 "" D "" "" 15051-4703 I 1 2 C "" A AB 68 1.647 0.002 0.08 0.01 S "" "" 133242 "" "C-46  9773" "P-46  7178" -0.15 B5 S
H 73826 "" "15 05 19.15" "-41 04 02.0" 5.13 "" H 226.32978505 -41.06723379 "" 8.88 22.64 -0.84 0.74 0.58 0.94 0.85 1.11 -0.59 -0.01 -0.06 -0.05 -0.1 -0.47 -0.24 0.24 0.14 -0.61 0 -1.86 73826 6.426 0.004 5.247 0.003 "" 1.011 0.004 T 0.99 0.0 L "" 5.2944 0.0009 0.006 111 "" 5.29 5.31 "" "" "" "" 15053-4104 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 133340 "" "C-40  9257" "P-40  6811" 0.99 G8III 2
H 73841 "" "15 05 25.89" "+48 09 03.2" 5.59 "" H 226.35788174 48.15090031 "" 12.55 -65.26 29.71 0.44 0.41 0.52 0.62 0.49 0.07 0.09 -0.04 0.02 -0.05 0.0 -0.06 0.04 -0.16 0.01 0 -0.19 73841 5.576 0.003 5.581 0.003 "" -0.005 0.003 G 0.01 0.0 L "" 5.5915 0.0007 0.007 116 "" 5.58 5.6 "" C "" "" 15054+4809 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 133962 "B+48 2262" "" "" 0.01 A1V X
H 73909 "" "15 06 16.67" "+54 33 22.6" 5.24 "" H 226.5694546 54.55628697 "" 12.53 47.07 12.81 0.44 0.43 0.53 0.48 0.45 0.04 -0.05 -0.16 -0.07 -0.13 0.1 -0.09 0.01 -0.18 -0.26 0 -0.7 73909 6.457 0.004 5.352 0.003 "" 0.958 0.003 G 0.95 0.0 H "" 5.4069 0.0006 0.005 101 "" 5.4 5.41 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 134190 "B+55 1730" "" "" 0.95 G8III X
H 73945 "" "15 06 37.62" "-16 15 24.3" 5.19 "" H 226.65674312 -16.25676124 "" 4.26 -36.41 -23.28 0.7 0.51 0.8 0.8 0.63 -0.34 -0.19 -0.13 0.22 -0.18 0.23 -0.11 0.12 -0.09 -0.24 0 -1.16 73945 7.262 0.008 5.372 0.004 "" 1.589 0.007 G 1.6 0.09 H "" 5.3069 0.001 0.006 76 "" 5.3 5.32 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 133774 "B-15 4026" "" "" 1.6 K5III 4
H 73996 "" "15 07 17.95" "+24 52 10.5" 4.93 "" G 226.82477948 24.86959294 "" 50.7 184.81 -163.51 0.57 0.48 0.76 0.76 0.72 -0.08 -0.13 -0.19 0.0 0.29 -0.32 0.12 -0.37 0.25 -0.48 0 -0.45 73996 5.442 0.003 4.979 0.002 "" 0.429 0.006 G 0.51 0.05 G "" 5.0253 0.0005 0.004 121 "" 5.02 5.03 "" C "" "" 15074+2453 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 134083 "B+25 2873" "" "" 0.51 F5V X
